Income,Age,Education,Marital Status,race,sex,Capital Gain,Capital Loss,Hours per Week,Native Country
 >50k,30, 13,0,1,1, 27828, 0, 40,1
 <=50k,27, 10,0,1,1, 0, 0, 40,1
 <=50k,44, 10,0,0,1, 0, 0, 40,1
 <=50k,34, 9,0,0,1, 0, 0, 40,1
 <=50k,58, 10,1,1,1, 0, 0, 45,1
 >50k,36, 10,1,1,1, 0, 0, 40,1
 <=50k,42, 9,0,1,2, 0, 0, 40,1
 >50k,25, 10,1,1,1, 0, 0, 40,1
 <=50k,18, 10,0,0,1, 0, 0, 20,1
 <=50k,55, 3,0,0,1, 0, 0, 40,1
 <=50k,55, 7,1,0,1, 5013, 0, 48,1
 <=50k,31, 12,1,0,1, 0, 0, 40,1
 <=50k,33, 9,0,0,1, 0, 0, 40,0
 <=50k,65, 9,0,1,2, 0, 0, 40,1
 <=50k,18, 9,0,1,1, 0, 0, 35,1
 <=50k,23, 13,1,1,1, 0, 0, 60,1
 <=50k,22, 9,1,1,1, 0, 0, 50,1
 <=50k,61, 9,1,1,1, 0, 0, 15,1
 <=50k,40, 11,1,1,1, 0, 0, 40,1
 <=50k,51, 10,0,0,2, 0, 0, 40,1
 <=50k,25, 9,0,0,1, 0, 0, 40,1
 <=50k,63, 13,0,0,2, 0, 0, 35,0
 <=50k,17, 7,0,1,2, 0, 0, 20,1
 <=50k,54, 14,0,1,2, 0, 0, 20,1
 <=50k,45, 12,0,1,1, 0, 0, 47,1
 <=50k,28, 9,0,0,2, 0, 0, 40,1
 <=50k,24, 10,0,1,1, 0, 0, 40,1
 <=50k,70, 13,0,1,1, 0, 0, 30,1
 >50k,46, 16,1,1,1, 0, 0, 40,1
 <=50k,51, 5,0,1,2, 0, 0, 45,0
 <=50k,58, 9,0,1,2, 0, 0, 40,1
 <=50k,26, 13,0,1,1, 0, 0, 37,1
 >50k,38, 10,1,1,1, 3103, 0, 40,1
 <=50k,45, 9,1,1,1, 0, 0, 50,1
 >50k,43, 10,1,1,1, 0, 0, 40,1
 <=50k,55, 13,1,1,1, 0, 0, 50,1
 <=50k,38, 7,0,1,1, 0, 0, 40,1
 <=50k,19, 9,1,1,1, 3781, 0, 40,1
 <=50k,66, 13,0,1,2, 0, 0, 40,1
 <=50k,34, 13,0,1,2, 0, 0, 50,1
 <=50k,35, 7,0,0,1, 0, 0, 40,1
 >50k,34, 13,1,1,1, 0, 0, 48,1
 >50k,55, 10,1,1,1, 0, 1977, 35,1
 <=50k,43, 11,0,0,1, 0, 1726, 40,1
 <=50k,66, 9,0,1,1, 0, 0, 40,1
 >50k,42, 13,1,1,1, 0, 0, 45,1
 >50k,55, 13,1,1,1, 0, 2415, 50,1
 >50k,43, 13,1,1,1, 5178, 0, 40,1
 <=50k,33, 6,0,1,1, 0, 0, 40,1
 <=50k,50, 10,0,1,2, 0, 0, 40,1
 <=50k,38, 9,0,1,1, 0, 0, 40,1
 <=50k,46, 9,1,1,1, 0, 0, 46,1
 >50k,38, 13,1,1,1, 0, 0, 45,1
 <=50k,45, 11,1,1,1, 0, 0, 35,1
 <=50k,30, 6,1,1,1, 0, 0, 45,1
 >50k,56, 14,1,1,1, 0, 0, 50,1
 >50k,29, 10,1,0,1, 0, 2415, 40,0
 <=50k,34, 9,0,1,2, 0, 0, 50,1
 <=50k,58, 10,0,1,2, 0, 0, 25,1
 >50k,47, 13,1,1,2, 7688, 0, 40,1
 <=50k,62, 13,1,1,1, 0, 0, 40,1
 <=50k,24, 9,0,0,2, 0, 0, 40,1
 <=50k,49, 9,0,1,1, 0, 0, 40,1
 >50k,40, 9,1,1,1, 7298, 0, 50,1
 <=50k,17, 7,0,1,1, 0, 0, 14,0
 <=50k,36, 10,1,1,1, 0, 0, 45,1
 <=50k,73, 9,0,1,2, 0, 0, 7,1
 <=50k,26, 13,0,1,2, 0, 0, 20,1
 <=50k,63, 10,1,1,1, 0, 0, 10,1
 <=50k,21, 9,0,1,2, 0, 0, 22,1
 <=50k,20, 9,0,1,1, 0, 0, 45,1
 <=50k,40, 9,1,1,1, 0, 0, 40,1
 <=50k,36, 10,0,1,1, 0, 0, 50,1
 <=50k,55, 9,0,1,2, 0, 0, 40,1
 >50k,39, 13,1,1,1, 0, 0, 45,1
 <=50k,40, 9,0,1,1, 0, 0, 40,1
 <=50k,18, 6,0,1,1, 0, 0, 40,1
 <=50k,42, 9,1,1,1, 0, 0, 60,1
 <=50k,49, 10,0,0,2, 0, 0, 40,1
 <=50k,26, 10,0,0,2, 0, 0, 35,0
 <=50k,18, 10,0,1,2, 0, 0, 23,1
 <=50k,57, 12,0,1,2, 0, 0, 40,1
 <=50k,35, 9,0,1,1, 0, 0, 40,1
 <=50k,21, 6,0,1,1, 0, 0, 50,1
 <=50k,43, 7,0,1,1, 0, 0, 80,1
 <=50k,32, 13,0,0,1, 0, 0, 40,1
 <=50k,23, 10,0,1,2, 0, 0, 30,1
 <=50k,59, 9,0,1,2, 0, 0, 40,1
 >50k,50, 13,1,1,1, 0, 1887, 36,1
 >50k,47, 9,1,1,1, 0, 0, 20,1
 <=50k,36, 9,0,1,2, 0, 0, 40,1
 >50k,35, 13,1,0,2, 0, 0, 40,0
 <=50k,24, 9,0,0,1, 0, 0, 40,1
 <=50k,22, 9,0,1,1, 0, 0, 40,1
 <=50k,67, 13,0,1,1, 0, 0, 30,1
 <=50k,44, 10,1,1,1, 0, 0, 40,1
 <=50k,34, 6,1,1,1, 0, 0, 80,1
 <=50k,24, 10,0,1,1, 0, 0, 40,1
 <=50k,46, 13,0,1,1, 0, 0, 40,1
 <=50k,41, 9,0,1,2, 2597, 0, 40,1
 <=50k,66, 9,1,1,1, 0, 0, 34,1
 <=50k,21, 9,1,1,2, 0, 0, 38,1
 <=50k,25, 7,0,0,1, 0, 0, 35,0
 <=50k,31, 2,0,0,1, 0, 0, 40,0
 >50k,51, 14,1,1,1, 0, 0, 40,1
 >50k,33, 16,1,1,1, 0, 0, 45,1
 <=50k,24, 13,0,1,1, 0, 0, 20,1
 <=50k,31, 12,0,0,2, 0, 0, 40,1
 >50k,31, 13,1,1,1, 0, 1977, 45,1
 <=50k,54, 9,1,1,1, 0, 0, 40,0
 <=50k,49, 9,1,1,1, 0, 0, 35,1
 <=50k,59, 9,0,1,2, 0, 0, 35,1
 <=50k,76, 4,1,1,1, 0, 0, 28,1
 >50k,32, 16,0,1,1, 0, 0, 40,1
 <=50k,47, 9,0,1,2, 0, 0, 35,1
 <=50k,70, 13,1,1,1, 0, 0, 15,1
 >50k,41, 11,1,1,1, 0, 0, 40,1
 <=50k,46, 9,1,1,1, 0, 0, 40,0
 <=50k,36, 9,0,0,2, 0, 0, 40,1
 >50k,44, 13,1,1,2, 0, 0, 45,1
 <=50k,32, 9,0,1,1, 0, 0, 40,0
 >50k,47, 13,0,1,2, 99999, 0, 40,1
 <=50k,56, 9,0,1,2, 0, 0, 40,0
 >50k,38, 12,1,1,1, 0, 0, 56,1
 <=50k,74, 9,0,1,2, 0, 0, 28,1
 <=50k,19, 10,0,1,2, 0, 0, 20,1
 <=50k,74, 9,1,1,1, 2653, 0, 12,1
 <=50k,32, 9,0,0,1, 0, 0, 40,0
 <=50k,31, 8,1,1,1, 0, 0, 55,1
 <=50k,24, 13,1,1,1, 0, 0, 40,1
 >50k,46, 13,0,1,1, 0, 0, 40,0
 <=50k,27, 9,1,0,1, 0, 0, 40,1
 >50k,56, 13,1,1,1, 0, 1902, 55,1
 <=50k,40, 13,1,1,2, 0, 0, 20,1
 <=50k,67, 9,1,1,1, 3456, 0, 35,1
 <=50k,45, 9,1,0,1, 0, 0, 45,0
 <=50k,36, 13,0,1,2, 0, 0, 40,1
 >50k,47, 14,0,1,2, 0, 0, 40,1
 >50k,61, 13,1,1,1, 7688, 0, 40,1
 >50k,50, 9,1,1,1, 3103, 0, 40,1
 <=50k,43, 10,0,0,1, 0, 0, 40,1
 >50k,69, 13,1,1,1, 10605, 0, 50,1
 <=50k,32, 13,0,1,1, 0, 0, 50,1
 <=50k,45, 10,0,1,2, 0, 0, 40,1
 <=50k,32, 3,1,1,1, 0, 0, 48,1
 <=50k,51, 9,0,1,2, 0, 1980, 40,1
 >50k,38, 9,1,1,1, 0, 0, 50,1
 >50k,36, 15,1,1,1, 0, 0, 55,1
 >50k,42, 14,1,1,1, 0, 0, 40,1
 <=50k,24, 9,0,1,1, 0, 0, 40,1
 <=50k,50, 14,1,1,2, 0, 0, 38,1
 >50k,36, 12,0,1,2, 0, 0, 40,1
 >50k,31, 10,0,1,2, 0, 0, 55,1
 <=50k,33, 10,1,1,2, 0, 0, 40,1
 >50k,37, 4,1,0,1, 7298, 0, 35,0
 <=50k,26, 10,0,1,2, 0, 0, 40,1
 <=50k,43, 9,1,1,1, 0, 0, 99,1
 <=50k,46, 10,1,1,1, 0, 0, 40,1
 <=50k,22, 9,0,0,2, 0, 0, 40,1
 <=50k,45, 14,0,1,2, 0, 2258, 55,1
 <=50k,17, 7,0,1,2, 0, 0, 15,0
 <=50k,23, 10,0,1,1, 0, 0, 25,0
 >50k,36, 13,1,0,1, 0, 0, 40,0
 <=50k,47, 10,1,1,1, 0, 0, 40,1
 <=50k,29, 14,0,1,1, 0, 0, 45,1
 >50k,39, 15,0,1,1, 0, 0, 45,1
 <=50k,33, 11,0,1,1, 0, 0, 25,1
 <=50k,30, 11,1,1,2, 0, 0, 52,1
 <=50k,22, 13,0,1,2, 0, 0, 20,1
 <=50k,28, 10,0,1,1, 0, 0, 40,1
 <=50k,40, 9,1,1,2, 4064, 0, 12,1
 >50k,29, 13,1,1,1, 0, 0, 40,1
 <=50k,28, 10,0,1,2, 0, 0, 40,1
 <=50k,23, 10,0,1,1, 0, 0, 30,1
 <=50k,45, 6,1,0,1, 0, 0, 40,1
 <=50k,48, 14,0,1,2, 0, 0, 44,1
 >50k,47, 9,1,1,2, 0, 0, 40,1
 <=50k,48, 15,1,1,1, 0, 0, 20,1
 >50k,25, 13,1,1,2, 0, 1887, 40,1
 >50k,63, 10,1,1,1, 0, 0, 35,1
 <=50k,42, 9,0,1,2, 0, 0, 40,1
 >50k,33, 13,1,1,1, 0, 0, 50,1
 <=50k,30, 9,0,1,1, 0, 0, 40,1
 >50k,45, 14,1,0,1, 0, 1902, 40,0
 <=50k,24, 11,1,1,2, 0, 0, 40,1
 <=50k,34, 7,0,1,2, 0, 0, 30,1
 <=50k,27, 13,0,0,2, 0, 0, 40,1
 <=50k,31, 9,0,1,2, 0, 3770, 37,0
 <=50k,44, 13,1,1,1, 0, 0, 56,1
 <=50k,27, 10,0,1,2, 0, 0, 50,1
 <=50k,28, 9,0,1,2, 0, 0, 35,1
 <=50k,40, 13,1,1,1, 0, 2051, 30,1
 >50k,42, 13,1,1,1, 0, 0, 70,1
 <=50k,24, 13,0,1,1, 0, 0, 15,1
 <=50k,56, 9,0,1,1, 0, 0, 40,1
 <=50k,43, 10,0,1,1, 0, 0, 55,1
 <=50k,56, 9,0,0,2, 0, 0, 40,1
 <=50k,20, 10,0,1,1, 0, 0, 60,1
 <=50k,52, 9,1,1,1, 0, 0, 55,1
 >50k,50, 12,1,1,1, 0, 0, 40,0
 <=50k,29, 10,0,1,2, 0, 0, 40,1
 <=50k,23, 10,0,1,1, 0, 0, 50,1
 >50k,32, 11,1,1,1, 0, 0, 40,1
 <=50k,23, 10,0,1,1, 0, 0, 40,1
 <=50k,28, 13,0,1,2, 0, 0, 40,1
 <=50k,32, 9,0,1,1, 0, 0, 48,1
 <=50k,19, 10,0,1,2, 0, 0, 20,1
 <=50k,34, 10,1,1,1, 0, 0, 40,1
 <=50k,23, 9,1,1,1, 0, 0, 38,1
 <=50k,49, 6,0,1,2, 0, 0, 32,1
 >50k,39, 13,0,1,1, 0, 0, 40,1
 <=50k,32, 11,0,1,2, 0, 1380, 40,1
 <=50k,30, 9,0,1,2, 0, 0, 40,1
 <=50k,25, 13,0,1,1, 0, 0, 30,1
 <=50k,62, 4,1,1,1, 0, 0, 40,1
 <=50k,61, 13,1,0,1, 0, 0, 20,1
 <=50k,33, 9,0,0,2, 0, 0, 72,1
 >50k,50, 11,1,1,1, 0, 0, 46,1
 >50k,43, 9,1,1,1, 0, 0, 40,1
 <=50k,27, 9,1,1,1, 0, 0, 39,1
 >50k,67, 7,1,0,1, 0, 0, 9,1
 <=50k,27, 14,1,0,1, 0, 0, 20,0
 <=50k,33, 13,0,1,1, 0, 1408, 50,1
 <=50k,35, 9,0,1,2, 0, 0, 30,1
 <=50k,20, 10,0,1,2, 0, 0, 2,1
 <=50k,26, 13,0,1,2, 0, 0, 15,1
 <=50k,45, 10,1,1,1, 0, 0, 60,1
 <=50k,23, 3,1,1,2, 0, 0, 40,0
 <=50k,48, 14,0,1,1, 0, 0, 50,1
 >50k,28, 14,1,1,2, 0, 1485, 40,1
 <=50k,40, 14,1,0,1, 0, 0, 40,0
 >50k,62, 14,1,1,1, 15024, 0, 40,1
 <=50k,52, 10,0,1,1, 0, 0, 30,1
 >50k,50, 10,1,1,1, 0, 0, 60,1
 <=50k,43, 9,1,1,2, 0, 0, 20,1
 <=50k,44, 14,0,1,1, 0, 0, 40,1
 >50k,25, 13,0,1,2, 0, 1564, 30,1
 <=50k,23, 10,0,0,1, 0, 0, 30,1
 <=50k,39, 9,0,1,2, 0, 0, 40,1
 <=50k,26, 9,0,1,2, 0, 0, 40,1
 <=50k,40, 11,1,1,1, 0, 0, 40,1
 <=50k,23, 10,0,1,2, 0, 0, 20,1
 <=50k,22, 13,0,1,2, 0, 0, 35,1
 >50k,35, 13,1,0,1, 0, 0, 50,0
 >50k,52, 14,1,1,1, 99999, 0, 40,1
 >50k,37, 12,1,0,2, 5178, 0, 38,1
 <=50k,25, 10,0,1,2, 0, 0, 45,1
 <=50k,27, 13,0,0,2, 0, 0, 40,0
 <=50k,51, 10,0,1,1, 0, 0, 40,1
 <=50k,18, 10,0,1,2, 0, 0, 16,1
 <=50k,26, 9,0,1,1, 0, 0, 50,1
 >50k,42, 9,1,1,1, 0, 0, 40,1
 >50k,64, 13,1,1,1, 0, 1902, 50,1
 <=50k,34, 9,0,1,2, 0, 0, 40,1
 <=50k,70, 13,1,1,1, 0, 0, 40,1
 <=50k,27, 11,0,1,2, 0, 0, 35,1
 <=50k,52, 10,1,1,1, 0, 0, 45,1
 <=50k,25, 9,0,1,1, 0, 0, 45,1
 <=50k,33, 9,0,1,2, 0, 0, 40,1
 <=50k,18, 7,0,1,1, 0, 0, 15,1
 <=50k,51, 9,1,1,1, 0, 0, 50,1
 <=50k,35, 9,0,1,2, 0, 0, 20,1
 <=50k,61, 13,0,0,2, 0, 0, 30,0
 <=50k,41, 10,1,1,1, 0, 0, 40,1
 >50k,40, 11,1,1,1, 0, 0, 72,1
 <=50k,24, 9,1,1,2, 0, 0, 40,1
 <=50k,29, 10,0,1,2, 0, 0, 35,1
 <=50k,18, 7,0,1,2, 0, 0, 15,1
 <=50k,60, 9,0,1,2, 0, 0, 40,1
 <=50k,28, 10,0,1,2, 0, 0, 40,1
 <=50k,26, 7,1,1,1, 0, 0, 50,1
 >50k,41, 9,1,1,1, 99999, 0, 40,1
 <=50k,52, 9,0,1,1, 0, 0, 40,1
 >50k,45, 13,1,1,1, 15024, 0, 40,1
 <=50k,26, 13,0,1,1, 0, 0, 30,1
 >50k,48, 10,0,1,1, 0, 0, 40,1
 <=50k,47, 9,0,0,2, 0, 0, 35,0
 <=50k,22, 5,0,1,2, 0, 0, 40,1
 <=50k,35, 10,0,0,2, 0, 0, 40,0
 >50k,38, 9,1,1,1, 0, 0, 75,1
 <=50k,34, 10,1,1,1, 0, 0, 40,1
 >50k,39, 12,0,1,2, 0, 0, 40,1
 <=50k,38, 10,1,0,1, 0, 0, 40,0
 <=50k,25, 13,0,1,2, 0, 0, 10,1
 <=50k,23, 13,0,1,2, 0, 0, 40,0
 <=50k,48, 13,0,1,2, 0, 0, 45,1
 >50k,62, 14,1,0,1, 0, 0, 40,0
 <=50k,27, 9,0,1,1, 0, 0, 20,1
 <=50k,24, 10,1,1,1, 0, 0, 50,1
 <=50k,59, 13,0,1,1, 0, 0, 45,1
 <=50k,55, 9,0,1,2, 0, 0, 40,0
 <=50k,48, 6,1,0,1, 0, 0, 40,1
 <=50k,61, 10,1,1,1, 0, 0, 40,1
 <=50k,43, 10,0,1,2, 0, 0, 14,1
 <=50k,46, 9,0,1,2, 0, 0, 40,1
 <=50k,34, 9,0,0,2, 0, 0, 35,1
 <=50k,32, 9,1,0,1, 0, 0, 50,1
 <=50k,26, 9,1,1,1, 0, 0, 30,1
 <=50k,39, 6,0,1,1, 0, 0, 40,0
 >50k,50, 9,1,1,1, 0, 1887, 55,1
 <=50k,51, 9,1,1,1, 0, 0, 40,1
 <=50k,43, 10,1,1,1, 0, 0, 40,1
 <=50k,30, 13,0,1,1, 0, 0, 40,1
 >50k,44, 13,1,1,1, 0, 1902, 40,1
 <=50k,40, 9,1,1,2, 0, 0, 30,1
 >50k,41, 14,1,1,1, 0, 1902, 40,1
 <=50k,48, 9,0,1,2, 0, 0, 20,1
 >50k,57, 9,1,1,1, 0, 0, 40,1
 <=50k,21, 11,0,1,2, 0, 0, 40,1
 <=50k,27, 10,0,0,2, 0, 0, 30,1
 <=50k,27, 10,0,1,2, 0, 0, 10,1
 <=50k,31, 9,0,1,2, 0, 0, 40,1
 <=50k,23, 9,1,1,1, 0, 0, 50,1
 >50k,45, 10,0,0,1, 13550, 0, 60,0
 <=50k,32, 10,1,1,1, 0, 0, 40,1
 >50k,42, 9,0,1,1, 0, 0, 43,1
 <=50k,41, 9,1,1,1, 0, 0, 50,1
 <=50k,60, 9,0,1,2, 0, 0, 99,1
 <=50k,28, 10,0,1,2, 0, 0, 42,1
 <=50k,49, 12,1,1,2, 0, 0, 38,1
 >50k,23, 11,1,1,1, 0, 1887, 40,1
 <=50k,30, 13,0,1,2, 0, 0, 40,1
 <=50k,28, 11,1,1,1, 0, 0, 50,1
 <=50k,27, 9,1,1,1, 0, 0, 60,1
 <=50k,26, 14,0,1,1, 0, 0, 60,1
 <=50k,40, 14,0,1,1, 0, 0, 80,1
 >50k,30, 13,1,1,1, 0, 0, 37,1
 >50k,42, 13,1,1,1, 0, 0, 50,1
 <=50k,72, 9,1,1,1, 4931, 0, 70,1
 <=50k,30, 10,0,0,1, 0, 0, 40,1
 <=50k,51, 11,0,1,1, 6849, 0, 40,1
 >50k,24, 14,0,1,2, 4787, 0, 60,1
 <=50k,43, 9,0,1,1, 0, 0, 40,1
 >50k,53, 10,1,1,1, 0, 0, 50,1
 <=50k,45, 10,0,1,2, 0, 0, 64,1
 <=50k,21, 10,0,0,1, 0, 0, 40,1
 <=50k,36, 13,0,1,1, 0, 0, 40,0
 <=50k,34, 9,0,1,2, 0, 0, 40,1
 <=50k,25, 7,0,1,2, 0, 0, 40,1
 <=50k,57, 9,1,1,1, 0, 0, 40,1
 >50k,46, 14,1,1,1, 15024, 0, 40,1
 <=50k,30, 9,0,1,1, 0, 0, 40,1
 <=50k,31, 13,0,1,1, 0, 0, 40,1
 <=50k,42, 13,1,1,1, 0, 0, 40,1
 >50k,48, 9,1,1,1, 0, 0, 40,1
 <=50k,42, 10,0,1,1, 3325, 0, 40,1
 <=50k,57, 9,0,1,1, 4650, 0, 40,1
 >50k,45, 14,1,1,1, 0, 0, 40,1
 <=50k,27, 13,0,1,2, 0, 2258, 55,1
 <=50k,41, 7,0,1,2, 0, 0, 20,1
 >50k,44, 10,1,1,1, 0, 0, 40,1
 <=50k,39, 10,1,1,1, 0, 0, 40,1
 <=50k,18, 10,0,1,2, 0, 0, 25,1
 <=50k,31, 12,1,1,1, 0, 0, 40,1
 <=50k,24, 9,0,1,1, 0, 0, 50,1
 <=50k,19, 10,0,1,1, 0, 0, 30,1
 <=50k,54, 9,0,1,2, 2174, 0, 40,1
 <=50k,47, 10,0,1,2, 0, 0, 40,1
 <=50k,17, 8,0,1,1, 0, 0, 12,1
 <=50k,39, 14,1,0,1, 0, 0, 48,0
 <=50k,24, 9,0,0,1, 0, 0, 40,1
 <=50k,20, 10,0,0,2, 0, 0, 40,1
 >50k,25, 9,1,1,1, 0, 0, 40,1
 >50k,39, 13,0,1,2, 0, 0, 44,1
 <=50k,20, 10,0,1,1, 0, 0, 40,1
 <=50k,44, 14,1,0,1, 0, 0, 40,1
 <=50k,23, 12,0,1,1, 0, 0, 20,0
 <=50k,24, 8,0,1,1, 0, 0, 40,1
 >50k,53, 9,1,1,1, 0, 0, 40,1
 >50k,24, 13,1,1,2, 0, 0, 20,1
 <=50k,45, 10,0,1,2, 0, 0, 40,1
 >50k,55, 10,1,1,1, 0, 0, 74,1
 <=50k,21, 10,0,1,2, 0, 0, 20,1
 <=50k,64, 14,1,1,1, 0, 0, 40,1
 <=50k,36, 13,1,1,2, 0, 0, 20,1
 >50k,55, 10,0,0,2, 0, 0, 55,1
 <=50k,21, 10,0,1,2, 4416, 0, 24,1
 <=50k,17, 7,0,1,2, 0, 0, 7,1
 <=50k,27, 10,0,1,2, 0, 0, 40,1
 <=50k,25, 11,0,0,2, 0, 0, 40,1
 >50k,38, 10,1,1,2, 0, 0, 35,1
 <=50k,52, 9,0,1,2, 0, 0, 40,1
 <=50k,22, 9,0,1,1, 0, 0, 30,1
 >50k,37, 14,1,1,1, 15024, 0, 60,1
 >50k,37, 10,1,1,1, 15024, 0, 45,1
 >50k,65, 14,1,1,1, 0, 0, 39,1
 <=50k,28, 13,0,1,1, 0, 0, 40,1
 >50k,32, 13,1,1,1, 0, 0, 50,1
 <=50k,53, 13,1,0,1, 0, 0, 35,0
 <=50k,32, 6,0,0,2, 0, 0, 50,1
 >50k,45, 11,1,1,1, 0, 0, 40,1
 <=50k,34, 13,1,1,2, 0, 0, 50,1
 <=50k,39, 9,1,1,2, 0, 0, 40,1
 <=50k,43, 10,0,0,2, 0, 0, 40,1
 <=50k,35, 10,0,0,1, 0, 0, 40,1
 >50k,41, 16,1,0,1, 0, 0, 40,0
 <=50k,62, 14,0,1,2, 0, 0, 20,1
 <=50k,45, 9,1,1,1, 0, 0, 40,1
 <=50k,35, 9,0,1,2, 0, 0, 40,1
 <=50k,34, 10,1,1,1, 0, 0, 40,1
 >50k,40, 15,1,1,1, 0, 0, 60,1
 <=50k,17, 6,0,1,1, 0, 0, 15,1
 <=50k,18, 9,0,1,1, 0, 0, 40,1
 <=50k,27, 9,0,0,2, 0, 0, 40,1
 <=50k,20, 7,0,1,1, 0, 0, 40,1
 <=50k,55, 10,1,1,1, 0, 0, 58,1
 <=50k,57, 4,0,1,2, 0, 0, 40,1
 <=50k,38, 16,1,1,1, 0, 0, 40,1
 <=50k,20, 5,0,1,2, 0, 0, 40,0
 <=50k,52, 4,1,1,1, 0, 0, 20,0
 <=50k,18, 6,0,0,1, 0, 0, 20,1
 <=50k,52, 9,1,1,1, 0, 0, 45,1
 >50k,42, 13,1,1,1, 0, 0, 40,1
 >50k,48, 13,1,1,1, 0, 0, 40,1
 <=50k,55, 9,0,1,2, 0, 0, 40,1
 <=50k,18, 9,0,1,1, 0, 0, 30,1
 <=50k,17, 7,0,1,1, 0, 0, 22,1
 <=50k,47, 9,1,1,1, 0, 0, 40,1
 <=50k,29, 9,0,0,1, 0, 0, 26,1
 <=50k,48, 13,0,1,1, 0, 0, 40,1
 <=50k,31, 9,0,1,2, 0, 0, 40,1
 <=50k,54, 10,0,1,2, 0, 0, 40,1
 <=50k,69, 4,0,1,2, 1086, 0, 20,1
 <=50k,40, 10,1,1,1, 0, 0, 50,1
 <=50k,25, 9,0,1,2, 0, 0, 50,1
 <=50k,82, 4,1,1,1, 0, 0, 40,1
 <=50k,48, 13,0,1,1, 0, 0, 50,1
 <=50k,53, 9,1,1,1, 0, 0, 40,1
 >50k,47, 10,1,0,1, 0, 0, 50,1
 <=50k,57, 9,1,1,1, 0, 1740, 40,1
 <=50k,21, 10,0,1,2, 0, 0, 13,1
 <=50k,52, 3,0,0,2, 4101, 0, 40,1
 <=50k,45, 10,0,1,1, 0, 0, 40,1
 >50k,54, 14,0,1,1, 0, 0, 40,1
 >50k,69, 15,1,1,1, 20051, 0, 45,1
 <=50k,30, 10,0,0,2, 0, 0, 40,1
 <=50k,37, 4,1,0,1, 0, 0, 40,1
 >50k,60, 6,1,1,1, 0, 1977, 44,1
 <=50k,55, 9,1,1,1, 0, 0, 40,1
 >50k,46, 13,0,1,1, 99999, 0, 55,1
 <=50k,21, 9,1,1,1, 0, 0, 40,0
 <=50k,25, 12,0,1,1, 0, 0, 40,1
 <=50k,67, 9,1,1,1, 1797, 0, 4,1
 >50k,41, 14,1,1,1, 0, 0, 40,1
 <=50k,53, 9,1,1,1, 0, 0, 50,1
 <=50k,26, 9,0,1,2, 0, 0, 40,1
 >50k,68, 9,1,1,1, 0, 0, 10,1
 <=50k,36, 12,0,1,2, 3325, 0, 40,1
 <=50k,20, 12,0,1,2, 0, 0, 15,1
 <=50k,20, 10,0,1,1, 0, 2001, 40,1
 >50k,35, 15,0,1,1, 99999, 0, 45,1
 <=50k,27, 13,0,1,2, 0, 0, 40,1
 <=50k,29, 9,0,1,1, 0, 0, 40,1
 <=50k,28, 13,1,1,1, 0, 0, 40,1
 >50k,40, 14,1,1,2, 15024, 0, 50,0
 <=50k,20, 5,0,1,1, 0, 0, 40,1
 <=50k,51, 11,0,1,2, 0, 0, 40,1
 <=50k,30, 14,0,1,2, 0, 0, 40,1
 <=50k,50, 9,0,1,2, 0, 0, 55,1
 <=50k,30, 9,1,1,1, 0, 0, 40,1
 <=50k,34, 13,0,0,2, 0, 0, 39,1
 >50k,55, 14,1,1,1, 0, 0, 52,1
 <=50k,53, 12,0,1,2, 0, 0, 70,1
 >50k,45, 14,0,1,2, 0, 2824, 50,1
 <=50k,45, 12,0,1,2, 0, 0, 50,1
 <=50k,40, 4,1,1,1, 0, 0, 72,1
 <=50k,73, 14,1,1,1, 0, 0, 20,0
 <=50k,18, 8,0,1,2, 0, 0, 20,1
 >50k,33, 9,1,1,1, 0, 0, 55,1
 <=50k,33, 13,1,1,1, 0, 0, 50,1
 >50k,38, 10,1,1,1, 0, 0, 48,1
 >50k,31, 9,1,1,1, 0, 0, 45,1
 >50k,51, 13,0,1,1, 0, 2824, 40,1
 >50k,32, 13,1,1,1, 0, 0, 45,1
 <=50k,52, 9,1,1,1, 0, 0, 40,1
 <=50k,41, 13,1,1,1, 0, 0, 50,1
 <=50k,25, 9,0,1,2, 0, 0, 35,1
 <=50k,45, 11,1,1,1, 0, 0, 40,1
 <=50k,61, 9,1,1,1, 0, 0, 20,1
 <=50k,71, 10,0,1,2, 0, 0, 28,1
 <=50k,63, 9,0,1,2, 0, 0, 27,1
 <=50k,45, 9,0,0,2, 0, 0, 40,1
 <=50k,47, 9,1,1,1, 0, 0, 52,1
 <=50k,50, 14,0,1,2, 0, 0, 25,1
 <=50k,25, 13,0,1,1, 0, 0, 45,1
 <=50k,32, 9,0,0,2, 0, 0, 40,1
 >50k,40, 16,1,1,1, 0, 0, 40,1
 <=50k,50, 6,0,1,2, 0, 0, 40,1
 <=50k,54, 10,0,1,2, 0, 0, 40,1
 >50k,34, 9,1,1,1, 0, 0, 50,1
 <=50k,42, 5,0,0,2, 0, 0, 46,1
 <=50k,38, 9,0,1,1, 0, 0, 60,1
 <=50k,17, 7,0,1,2, 0, 0, 24,1
 >50k,47, 15,1,1,1, 0, 0, 55,1
 <=50k,25, 12,0,1,2, 0, 0, 40,1
 <=50k,30, 9,1,1,1, 0, 0, 40,1
 >50k,39, 9,1,1,1, 0, 1887, 65,1
 >50k,47, 13,1,1,1, 0, 0, 45,1
 <=50k,57, 9,1,1,1, 0, 0, 40,1
 <=50k,25, 9,0,0,2, 0, 0, 40,1
