words,FED_18_C.txt,FED_19_C.txt,FED_20_C.txt,FED_49_D.txt,FED_50_D.txt,FED_51_D.txt,FED_52_D.txt,FED_53_D.txt,FED_54_D.txt,FED_55_D.txt,FED_56_D.txt,FED_57_D.txt,FED_58_D.txt,FED_62_D.txt,FED_63_D.txt,FED_11_H.txt,FED_12_H.txt,FED_13_H.txt,FED_15_H.txt,FED_16_H.txt,FED_17_H.txt,FED_1_H.txt,FED_21_H.txt,FED_22_H.txt,FED_23_H.txt,FED_24_H.txt,FED_25_H.txt,FED_26_H.txt,FED_27_H.txt,FED_28_H.txt,FED_29_H.txt,FED_30_H.txt,FED_31_H.txt,FED_32_H.txt,FED_33_H.txt,FED_34_H.txt,FED_35_H.txt,FED_36_H.txt,FED_59_H.txt,FED_60_H.txt,FED_61_H.txt,FED_65_H.txt,FED_66_H.txt,FED_67_H.txt,FED_68_H.txt,FED_69_H.txt,FED_6_H.txt,FED_70_H.txt,FED_71_H.txt,FED_72_H.txt,FED_73_H.txt,FED_74_H.txt,FED_75_H.txt,FED_76_H.txt,FED_77_H.txt,FED_78_H.txt,FED_79_H.txt,FED_7_H.txt,FED_80_H.txt,FED_81_H.txt,FED_82_H.txt,FED_83_H.txt,FED_84_H.txt,FED_85_H.txt,FED_8_H.txt,FED_9_H.txt,FED_2_J.txt,FED_3_J.txt,FED_4_J.txt,FED_5_J.txt,FED_64_J.txt,FED_10_M.txt,FED_14_M.txt,FED_37_M.txt,FED_38_M.txt,FED_39_M.txt,FED_40_M.txt,FED_41_M.txt,FED_42_M.txt,FED_43_M.txt,FED_44_M.txt,FED_45_M.txt,FED_46_M.txt,FED_47_M.txt,FED_48_M.txt
examination,0.0,0.0,0.0,0.0,0.0009000900090009,0.0,0.0005402485143165856,0.0,0.0,0.0,0.0,0.0,0.0,0.0004182350480970305,0.0,0.0,0.0,0.0,0.0,0.0004897159647404506,0.0,0.0,0.0,0.0,0.000554016620498615,0.0009955201592832255,0.0,0.0,0.0,0.0006222775357809583,0.0,0.0,0.0011507479861910242,0.0,0.0,0.0,0.0004428697962798937,0.0007291286912139992,0.0005211047420531526,0.0,0.0006557377049180328,0.0004940711462450593,0.0,0.0006035003017501509,0.0,0.0,0.0,0.0,0.0,0.0,0.0004219409282700422,0.0,0.0,0.0,0.0,0.00032615786040443573,0.0,0.0,0.0,0.00025510204081632655,0.0,0.0,0.0,0.0,0.0,0.0005015045135406219,0.0,0.0,0.0006112469437652812,0.0,0.0,0.0,0.0,0.0003679175864606328,0.0,0.0,0.0,0.0,0.0,0.0,0.00034411562284927734,0.0,0.0,0.00036429872495446266,0.0
calm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004977600796416127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005980861244019139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002904443799012489,0.0,0.0,0.0,0.0,0.0
constitutionally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003237293622531564,0.0,0.0,0.0,0.0004997501249375312,0.0002808988764044944,0.000554016620498615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333555703802535,0.0,0.00032102728731942215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043196544276457883,0.0,0.0,0.0,0.0003007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taken,0.0,0.0009746588693957114,0.0006565988181221273,0.0,0.0018001800180018,0.0,0.0010804970286331713,0.0004608294930875576,0.0014962593516209476,0.0009789525208027412,0.0019059720457433292,0.00045187528242205153,0.00047778308647873863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006361323155216285,0.0,0.0004997501249375312,0.0,0.0,0.0004977600796416127,0.0005022601707684581,0.0,0.0006858710562414266,0.0,0.0008932559178204555,0.0005070993914807302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004438526409232135,0.0006557377049180328,0.0,0.0008818342151675485,0.0012070006035003018,0.0006622516556291391,0.0,0.0004904364884747426,0.00032102728731942215,0.0,0.0,0.0004219409282700422,0.0,0.000513347022587269,0.0,0.0,0.0,0.0009615384615384616,0.0,0.0004065040650406504,0.00025510204081632655,0.0006451612903225806,0.0005135227661759672,0.00023820867079561695,0.0,0.0014570179698882952,0.0010030090270812437,0.0005980861244019139,0.0,0.0,0.0,0.00043196544276457883,0.0,0.00046598322460391424,0.0007358351729212656,0.0,0.00038255547054322876,0.0006600660066006601,0.0,0.0007178750897343862,0.0,0.0010323468685478321,0.0,0.0003816793893129771,0.0,0.0
themselves,0.001419782300047326,0.001949317738791423,0.0013131976362442547,0.0018137847642079807,0.0018001800180018,0.0005205622071837585,0.0005402485143165856,0.0009216589861751152,0.000997506234413965,0.0014684287812041115,0.0006353240152477764,0.0009037505648441031,0.0009555661729574773,0.000836470096194061,0.001971738416036806,0.0011985617259288853,0.0004623208506703652,0.002068252326783868,0.0009711880867594691,0.0009794319294809011,0.0006361323155216285,0.0012376237623762376,0.0,0.0005617977528089888,0.000554016620498615,0.0,0.0,0.0008375209380234506,0.0,0.001866832607342875,0.00044662795891022776,0.0010141987829614604,0.0017261219792865361,0.0,0.0,0.0004506534474988734,0.0004428697962798937,0.0,0.0005211047420531526,0.000887705281846427,0.0,0.0009881422924901185,0.0026455026455026454,0.0,0.0006622516556291391,0.0,0.00196174595389897,0.0006420545746388443,0.0017152658662092624,0.0014677103718199608,0.0004219409282700422,0.0,0.0,0.0008673026886383347,0.0005053057099545225,0.0019569471624266144,0.0,0.0,0.0004065040650406504,0.0,0.0,0.00034234851078397807,0.00023820867079561695,0.0,0.0009713453132588635,0.0005015045135406219,0.0005980861244019139,0.0006906077348066298,0.0018337408312958435,0.0014847809948032665,0.0,0.0009986684420772304,0.00046598322460391424,0.0011037527593818985,0.0012030075187969924,0.0011476664116296864,0.0006600660066006601,0.001405283867341203,0.0003589375448671931,0.0008713331397037467,0.00034411562284927734,0.0018823529411764706,0.0026717557251908397,0.00036429872495446266,0.0010712372790573112
until,0.0,0.0,0.0,0.0,0.0,0.001041124414367517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032862306933946765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002808988764044944,0.0,0.0,0.0,0.0,0.0006858710562414266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004940711462450593,0.0,0.0006035003017501509,0.0,0.00066711140760507,0.0,0.00032102728731942215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032615786040443573,0.0,0.0,0.0,0.00025510204081632655,0.0,0.00017117425539198904,0.00023820867079561695,0.0,0.0,0.0,0.0005980861244019139,0.0,0.0,0.0,0.0,0.0,0.0,0.0003679175864606328,0.0009022556390977444,0.0,0.0,0.0,0.0003589375448671931,0.0,0.0,0.0,0.0003816793893129771,0.0,0.0
more,0.00473260766682442,0.0029239766081871343,0.0013131976362442547,0.0018137847642079807,0.0,0.0026028110359187923,0.0037817396002160996,0.004608294930875576,0.0029925187032418953,0.0053842388644150755,0.0044472681067344345,0.004066877541798464,0.006211180124223602,0.005437055625261397,0.0013144922773578706,0.003595685177786656,0.002311604253351826,0.0062047569803516025,0.0019423761735189381,0.002938295788442703,0.0057251908396946565,0.004331683168316832,0.0014992503748125937,0.0016853932584269663,0.00110803324099723,0.0004977600796416127,0.0010045203415369162,0.001256281407035176,0.0054869684499314125,0.005600497822028625,0.0008932559178204555,0.0015212981744421906,0.0005753739930955121,0.0,0.0005903187721369539,0.0018026137899954935,0.003985828166519044,0.0036456434560699965,0.004689942678478374,0.001775410563692854,0.002622950819672131,0.003458498023715415,0.005291005291005291,0.0018105009052504525,0.0013245033112582781,0.0023348899266177454,0.00392349190779794,0.005457463884430177,0.003430531732418525,0.004892367906066536,0.004219409282700422,0.0009950248756218905,0.002053388090349076,0.0026019080659150044,0.0035371399696816574,0.001304631441617743,0.004807692307692308,0.002600780234070221,0.0008130081300813008,0.0010204081632653062,0.0006451612903225806,0.003937007874015748,0.0016674606955693187,0.0018422991893883567,0.003885381253035454,0.003009027081243731,0.0029904306220095694,0.008977900552486187,0.007946210268948655,0.008166295471417966,0.0017278617710583153,0.0039946737683089215,0.003727865796831314,0.0025754231052244297,0.0030075187969924814,0.0022953328232593728,0.0013201320132013201,0.003372681281618887,0.0003589375448671931,0.0023235550392099913,0.0030970406056434964,0.006588235294117647,0.004198473282442748,0.003278688524590164,0.004284949116229245
sort,0.0,0.0,0.0006565988181221273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006222775357809583,0.00044662795891022776,0.0,0.0,0.0,0.0,0.0,0.0,0.0003645643456069996,0.0,0.0004438526409232135,0.0,0.0,0.0,0.0,0.0006622516556291391,0.0,0.0004904364884747426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006906077348066298,0.0,0.0,0.0,0.0,0.0,0.0,0.0006015037593984962,0.0,0.0,0.0,0.0,0.0002904443799012489,0.0,0.0,0.0,0.0,0.0
parliament,0.0,0.0,0.0,0.0,0.0,0.0,0.0021609940572663426,0.0004608294930875576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004187604690117253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020013342228152103,0.0,0.0,0.0,0.0,0.0004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005102040816326531,0.0,0.0,0.00023820867079561695,0.0,0.0,0.0,0.0,0.0,0.0,0.0007423904974016332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036429872495446266,0.0
on,0.007572172266919072,0.008284600389863547,0.004596191726854892,0.009673518742442563,0.009900990099009901,0.010931806350858927,0.010264721772015126,0.003686635944700461,0.009476309226932668,0.004405286343612335,0.00698856416772554,0.00858563036601898,0.008600095556617296,0.00794646591384358,0.006572461386789352,0.001997602876548142,0.005547850208044383,0.0031023784901758012,0.0032372936225315637,0.0019588638589618022,0.001272264631043257,0.005569306930693069,0.0029985007496251873,0.0025280898876404493,0.00110803324099723,0.0054753608760577405,0.0055248618784530384,0.002931323283082077,0.0027434842249657062,0.0006222775357809583,0.0013398838767306833,0.004056795131845842,0.0028768699654775605,0.00938337801608579,0.0029515938606847697,0.004957187922487607,0.00354295837023915,0.002187386073641998,0.003126628452318916,0.002663115845539281,0.003934426229508197,0.0024703557312252965,0.0030864197530864196,0.0018105009052504525,0.001986754966887417,0.0020013342228152103,0.000980872976949485,0.0044943820224719105,0.004002287021154946,0.0029354207436399216,0.002109704641350211,0.003980099502487562,0.002566735112936345,0.0017346053772766695,0.0015159171298635675,0.0032615786040443573,0.004807692307692308,0.005635023840485479,0.003658536585365854,0.004081632653061225,0.0,0.0030811365970558027,0.0050023820867079564,0.006632277081798084,0.005342399222923749,0.004513540621865597,0.004784688995215311,0.004143646408839779,0.006723716381418093,0.003711952487008166,0.006047516198704104,0.005992010652463382,0.007921714818266543,0.006990434142752024,0.004511278195488722,0.009563886763580718,0.0042904290429042905,0.007588532883642495,0.007896625987078248,0.009584664536741214,0.009635237439779766,0.004705882352941176,0.012213740458015267,0.007285974499089253,0.00856989823245849
afford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004608294930875576,0.0,0.0,0.0,0.0,0.00047778308647873863,0.0,0.0,0.0,0.0,0.0,0.0003237293622531564,0.0,0.0006361323155216285,0.0006188118811881188,0.0004997501249375312,0.0002808988764044944,0.0,0.0,0.0010045203415369162,0.0,0.0,0.0006222775357809583,0.0,0.0,0.0005753739930955121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006557377049180328,0.0004940711462450593,0.0,0.0,0.0013245033112582781,0.000333555703802535,0.0,0.0006420545746388443,0.0,0.0,0.0004219409282700422,0.0,0.001026694045174538,0.0,0.0,0.00032615786040443573,0.0,0.0008669267446900737,0.0004065040650406504,0.0,0.0,0.0005135227661759672,0.00023820867079561695,0.00036845983787767134,0.0,0.0,0.0,0.0006906077348066298,0.0006112469437652812,0.0,0.0008639308855291577,0.0,0.0,0.0003679175864606328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039952057530962844,0.0,0.0,0.0006474587245063128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011507479861910242,0.0,0.0,0.0,0.0004428697962798937,0.0,0.0,0.0,0.0,0.0,0.0004409171075837742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036845983787767134,0.0,0.0,0.0,0.0,0.0,0.0,0.00043196544276457883,0.0,0.0,0.0,0.0003007518796992481,0.0019127773527161439,0.00033003300330033004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marks,0.0,0.0,0.0,0.0006045949214026602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045187528242205153,0.0,0.0004182350480970305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004187604690117253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017117425539198904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043196544276457883,0.0,0.0,0.0003679175864606328,0.0,0.0,0.0,0.0002810567734682406,0.0,0.0,0.0,0.0,0.0,0.00036429872495446266,0.0
wars,0.000473260766682442,0.001949317738791423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897159647404506,0.0006361323155216285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013519603424966202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392349190779794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013003901170351106,0.0004065040650406504,0.0,0.0,0.0,0.0,0.00036845983787767134,0.0,0.0,0.0,0.0006906077348066298,0.0006112469437652812,0.0007423904974016332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002810567734682406,0.0,0.0,0.0,0.00047058823529411766,0.0,0.0,0.0
validity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002808988764044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333555703802535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006523157208088715,0.0,0.0,0.0,0.0,0.0,0.00017117425539198904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043196544276457883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014522218995062445,0.0,0.0,0.0,0.0,0.0
aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004894762604013706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006188118811881188,0.0,0.0,0.0,0.0,0.0005022601707684581,0.0004187604690117253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001328609388839681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004219409282700422,0.0,0.0,0.0,0.0,0.00032615786040443573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005015045135406219,0.0,0.0,0.0006112469437652812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007285974499089253,0.0
ambition,0.000946521533364884,0.0,0.0,0.0,0.0,0.001041124414367517,0.0005402485143165856,0.0,0.0,0.0,0.0,0.00045187528242205153,0.0,0.0004182350480970305,0.00032862306933946765,0.0,0.0,0.0,0.0003237293622531564,0.0,0.0006361323155216285,0.0018564356435643563,0.0,0.0005617977528089888,0.0,0.0,0.0005022601707684581,0.0,0.0006858710562414266,0.0,0.00044662795891022776,0.0005070993914807302,0.0,0.0,0.0,0.0009013068949977468,0.0,0.0,0.0005211047420531526,0.0,0.0006557377049180328,0.0,0.0,0.0,0.0,0.0,0.000980872976949485,0.0006420545746388443,0.0,0.0014677103718199608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036845983787767134,0.00048567265662943174,0.0,0.0005980861244019139,0.0,0.0006112469437652812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001405283867341203,0.0,0.0002904443799012489,0.0,0.0,0.0011450381679389313,0.0,0.0005356186395286556
apprehensions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047778308647873863,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897159647404506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005753739930955121,0.0,0.0,0.0,0.0,0.0003645643456069996,0.0,0.0,0.0006557377049180328,0.0,0.0,0.0006035003017501509,0.0,0.0,0.0004904364884747426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025510204081632655,0.0,0.00017117425539198904,0.0,0.0,0.0,0.0,0.0005980861244019139,0.0,0.0,0.0007423904974016332,0.0012958963282937365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047058823529411766,0.0003816793893129771,0.00036429872495446266,0.0
carrying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047778308647873863,0.0,0.0,0.00039952057530962844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005753739930955121,0.0,0.0005903187721369539,0.0004506534474988734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012224938875305623,0.0,0.0,0.0,0.0,0.0,0.0003007518796992481,0.0,0.0,0.0,0.0,0.0,0.0013764624913971094,0.0,0.0,0.0,0.0
everywhere,0.0,0.0,0.0,0.0,0.0,0.0,0.0010804970286331713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004623208506703652,0.0,0.0,0.0,0.0,0.0,0.0004997501249375312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003645643456069996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004904364884747426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023820867079561695,0.0,0.0,0.0,0.0005980861244019139,0.0,0.0,0.0,0.0,0.0009986684420772304,0.00046598322460391424,0.0,0.0,0.0,0.0,0.0002810567734682406,0.0,0.0,0.0,0.0,0.0,0.0,0.0005356186395286556
virtue,0.0,0.0,0.0,0.0006045949214026602,0.0,0.0,0.0,0.0004608294930875576,0.0,0.0009789525208027412,0.0,0.00045187528242205153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002808988764044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004409171075837742,0.0,0.0006622516556291391,0.0,0.0004904364884747426,0.0,0.0,0.0,0.0012658227848101266,0.0,0.001026694045174538,0.0004336513443191674,0.0,0.00032615786040443573,0.0,0.0,0.0,0.0,0.0,0.00017117425539198904,0.0,0.0,0.0,0.0,0.0005980861244019139,0.0,0.0,0.0,0.00043196544276457883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005808887598024978,0.0,0.0,0.0,0.0,0.0
impulse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004182350480970305,0.0,0.0,0.0,0.0,0.0003237293622531564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005717552887364208,0.0,0.0004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006906077348066298,0.0,0.0007423904974016332,0.0,0.0006657789613848203,0.0,0.0,0.0,0.0,0.0,0.0002810567734682406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
particular,0.000473260766682442,0.0004873294346978557,0.0013131976362442547,0.0,0.0018001800180018,0.001041124414367517,0.0032414910858995136,0.0013824884792626728,0.0004987531172069825,0.0004894762604013706,0.0025412960609911056,0.0009037505648441031,0.0019111323459149545,0.000836470096194061,0.001643115346697338,0.0007990411506192569,0.0,0.0,0.0009711880867594691,0.0014691478942213516,0.002544529262086514,0.0006188118811881188,0.0014992503748125937,0.0011235955056179776,0.000554016620498615,0.0009955201592832255,0.0010045203415369162,0.0,0.00205761316872428,0.0,0.0008932559178204555,0.0005070993914807302,0.0005753739930955121,0.002680965147453083,0.0,0.002253267237494367,0.002657218777679362,0.0014582573824279985,0.0026055237102657635,0.002663115845539281,0.002622950819672131,0.0004940711462450593,0.0004409171075837742,0.0,0.0006622516556291391,0.0010006671114076052,0.0014713094654242277,0.00032102728731942215,0.0,0.0009784735812133072,0.0,0.001990049751243781,0.000513347022587269,0.0008673026886383347,0.0005053057099545225,0.00228310502283105,0.0019230769230769232,0.0008669267446900737,0.0016260162601626016,0.001530612244897959,0.001935483870967742,0.0010270455323519343,0.0014292520247737017,0.0014738393515106854,0.0,0.0,0.0011961722488038277,0.0,0.0018337408312958435,0.0,0.0012958963282937365,0.0013315579227696406,0.0009319664492078285,0.0007358351729212656,0.0006015037593984962,0.0011476664116296864,0.0009900990099009901,0.0005621135469364812,0.0007178750897343862,0.0020331106593087424,0.0020646937370956643,0.002352941176470588,0.0026717557251908397,0.001092896174863388,0.0010712372790573112
known,0.0,0.0,0.0006565988181221273,0.0012091898428053204,0.0,0.0,0.0021609940572663426,0.0,0.0,0.0,0.0,0.0,0.001433349259436216,0.0004182350480970305,0.0013144922773578706,0.0,0.0,0.0,0.0,0.0,0.0006361323155216285,0.0,0.0,0.0002808988764044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005070993914807302,0.0,0.0,0.0,0.0004506534474988734,0.0,0.0003645643456069996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014713094654242277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001010611419909045,0.0,0.0009615384615384616,0.00043346337234503684,0.0004065040650406504,0.0,0.0,0.00017117425539198904,0.0,0.0,0.0,0.0010030090270812437,0.0011961722488038277,0.0006906077348066298,0.0,0.0,0.00043196544276457883,0.00033288948069241014,0.0,0.0,0.0003007518796992481,0.0,0.0,0.0,0.0,0.0002904443799012489,0.0,0.0,0.0,0.0,0.0005356186395286556
objections,0.0,0.0,0.0,0.0006045949214026602,0.0009000900090009,0.0,0.0,0.0004608294930875576,0.0,0.0004894762604013706,0.0,0.00045187528242205153,0.00047778308647873863,0.0004182350480970305,0.00032862306933946765,0.0,0.0,0.0,0.0,0.0,0.0,0.0006188118811881188,0.0,0.0,0.0,0.0004977600796416127,0.0,0.0,0.0,0.0,0.00044662795891022776,0.0,0.0005753739930955121,0.0,0.0,0.0,0.0008857395925597874,0.0003645643456069996,0.0,0.0,0.0006557377049180328,0.0,0.0008818342151675485,0.0,0.0,0.0,0.0,0.0006420545746388443,0.0,0.0,0.0012658227848101266,0.0009950248756218905,0.000513347022587269,0.0004336513443191674,0.0,0.0,0.0,0.00043346337234503684,0.0,0.00025510204081632655,0.0,0.0,0.0007146260123868509,0.0,0.00048567265662943174,0.0,0.0,0.0,0.0,0.0,0.00043196544276457883,0.0,0.00046598322460391424,0.0,0.002105263157894737,0.0,0.0,0.0002810567734682406,0.0,0.0002904443799012489,0.0,0.0,0.0,0.00036429872495446266,0.0
sovereignty,0.000946521533364884,0.001949317738791423,0.0013131976362442547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000836470096194061,0.0,0.0,0.0,0.0,0.0006474587245063128,0.0,0.0,0.0,0.0,0.0002808988764044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005753739930955121,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007653061224489796,0.0,0.0,0.0,0.0,0.0,0.0010030090270812437,0.0,0.0,0.0,0.0,0.00043196544276457883,0.0,0.0,0.0,0.0,0.00038255547054322876,0.00033003300330033004,0.0,0.0007178750897343862,0.0002904443799012489,0.00034411562284927734,0.001411764705882353,0.0,0.0,0.0
